[Machinery development 0]
PicName=Boiler.jpg
Leigh light;1942;N;80;8;1713;Increases ASW effect of air bases  
Bombentorpedo;1944;N;40;10;1710;Near misses from glide bombing have a chance of being converted to torpedo hits
[Shipboard aircraft operation 18]
PicName=ShipboardAviation.jpg
Seaplane carrier;1914;Y;70;6;1801;Enables small seaplane carriers
Improved seaplane carrier;1916;Y;70;8;1802;Enables larger seaplane carriers
Flight deck;1918;Y;70;10;1803;Enables CVL conversions
Purpose built aircraft carrier;1920;Y;80;8;1804;Enables CVL construction
Aircraft carrier conversion;1921;Y;70;10;1805;Enables CV conversions
Transverse arrestor wires;1925;N;70;8;1811;Lowers risk of landing accidents
Large aircraft carrier;1926;Y;100;12;1809;Enables purpose built CV
Better aircraft handling practices;1927;N;70;8;1806;Increases aircraft capacity of carriers
Improved landing guidance systems;1929;N;70;8;1817;Lowers risk of landing accidents
Deck park;1930;Y;70;10;1814;Increases aircraft capacity of carriers
Improved arrestor wires;1931;N;70;10;1812;Lowers risk of landing accidents
Deck edge lifts;1934;N;70;10;1810;Improves readying times of aircraft
Improved carrier design;1936;Y;80;10;1815;Increases maximum carrier size
Flight deck catapults;1936;Y;50;6;1820;Enables catapults on aircraft carriers
Air intercept control system;1938;Y;80;12;1807;Increases CAP effectiveness
Improved aircraft handling practices;1940;N;70;12;1813;Increases maximum carrier size
Two phase search;1942;N;70;4;1822;Enables two phase search
CIC;1942;N;70;12;1818;Increases CAP effectiveness
Deck launched interceptors;1942;N;70;8;1819;Increases CAP effectiveness
Improved carrier design;1944;Y;80;10;1816;Increases maximum carrier size
Angled flight deck;1950;Y;80;15;1808;Enables angled flight deck
[Missile technology 19]
PicName=Missile.jpg
Guided bomb;1943;N;70;12;1900;Increases air attack effectiveness
Early SAM;1948;N;70;12;1905;Enables early SAM mounts
Early SSM;1949;N;70;12;1901;Enables early SSM mounts
Improved SAM;1954;N;70;12;1906;Increases SAM hit rate
Reliable SSM;1955;N;70;12;1902;Increases SSM hit rate
Improved guidance systems;1957;N;70;12;1904;Increases missile hit rate
Improved on board electronics;1960;N;70;12;1903;Increases missile hit rate
[Amphibious operations 20]
PicName=Amphibious.jpg
X-Lighters;1915;Y;70;6;2008;Improves invasion capability
Elpidifor boats;1916;Y;70;6;2000;Improves invasion capability
Daihatsu barges;1925;Y;70;6;2001;Improves invasion capability
Motor Landing Craft;1930;Y;70;8;2002;Improves invasion capability
Amphibious tractors;1935;Y;70;10;2003;Improves invasion capability
Combat supply loading;1938;Y;70;8;2004;Improves invasion capability
Higgins boats;1941;Y;70;6;2005;Improves invasion capability
Assault landing craft;1942;Y;70;10;2006;Improves invasion capability
Specialized landing craft;1943;Y;70;10;2007;Improves invasion capability
